Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio
1,2024,SP,Brandon Pfaadt,25,11,10,0.524,4.71,32,32,0,0,0,0,181.2,183,103,95,24,42,1,185,4,0,1,760,89,3.61,1.239,9.1,1.2,2.1,9.2,4.4
2,2024,SP,Ryne Nelson,26,10,6,0.625,4.24,28,25,1,0,0,1,150.2,155,73,71,17,34,2,126,5,0,4,630,99,3.74,1.254,9.3,1,2,7.5,3.71
3,2024,SP,Zac Gallen,28,14,6,0.7,3.65,28,28,0,0,0,0,148,133,62,60,13,54,0,156,4,0,5,621,115,3.38,1.264,8.1,0.8,3.3,9.5,2.89
4,2024,SP,Jordan Montgomery,31,8,7,0.533,6.23,25,21,3,0,0,1,117,149,83,81,14,44,3,83,2,0,7,532,67,4.48,1.65,11.5,1.1,3.4,6.4,1.89
5,2024,SP,Slade Cecconi,25,2,7,0.222,6.66,20,13,2,0,0,0,77,92,57,57,16,17,1,64,4,1,2,338,63,5.02,1.416,10.8,1.9,2,7.5,3.76
6,2024,SP,Merrill Kelly,35,5,1,0.833,4.03,13,13,0,0,0,0,73.2,67,35,33,11,19,0,63,2,2,1,300,104,4.25,1.167,8.2,1.3,2.3,7.7,3.32
7,2024,CL,Paul Sewald,34,1,2,0.333,4.31,42,0,34,0,0,16,39.2,35,19,19,6,10,1,43,3,0,0,165,98,3.95,1.134,7.9,1.4,2.3,9.8,4.3
8,2024,RP,Justin Martínez,22,5,6,0.455,2.48,64,0,28,0,0,8,72.2,59,26,20,2,36,6,91,2,1,8,308,170,2.59,1.307,7.3,0.2,4.5,11.3,2.53
9,2024,RP,Kevin Ginkel,30,8,3,0.727,3.21,72,0,16,0,0,5,70,69,31,25,6,15,0,77,3,0,4,291,131,2.85,1.2,8.9,0.8,1.9,9.9,5.13
10,2024,RP,Ryan Thompson,32,7,5,0.583,3.26,67,0,4,0,0,2,66.1,64,26,24,5,15,2,52,1,0,2,272,129,3.3,1.191,8.7,0.7,2,7.1,3.47
11,2024,RP,Joe Mantiply,33,6,2,0.75,3.92,75,2,8,0,0,1,59.2,52,27,26,1,18,7,53,0,1,3,243,107,2.51,1.173,7.8,0.2,2.7,8,2.94
12,2024,P,Bryce Jarvis,26,1,2,0.333,3.19,44,0,17,0,0,0,59.1,52,25,21,6,33,4,38,5,0,4,258,132,5.12,1.433,7.9,0.9,5,5.8,1.15
13,2024,P,Eduardo Rodríguez,31,3,4,0.429,5.04,10,10,0,0,0,0,50,56,29,28,8,19,1,47,1,0,0,224,84,4.57,1.5,10.1,1.4,3.4,8.5,2.47
14,2024,P,Tommy Henry,26,2,3,0.4,7.04,9,7,1,0,0,0,38.1,49,31,30,9,18,0,30,4,0,0,182,60,6.37,1.748,11.5,2.1,4.2,7,1.67
15,2024,P,Scott McGough,34,1,3,0.25,7.44,26,2,7,0,0,0,32.2,34,30,27,6,21,0,25,1,1,1,150,57,6.04,1.684,9.4,1.7,5.8,6.9,1.19
16,2024,P,Yilber Díaz,23,1,1,0.5,3.81,7,4,1,0,0,0,28.1,27,13,12,3,12,0,19,0,0,1,119,111,4.47,1.376,8.6,1,3.8,6,1.58
17,2024,P,Logan Allen,27,0,1,0,5.46,12,0,4,0,0,1,28,32,17,17,3,10,0,21,2,0,0,128,77,4.34,1.5,10.3,1,3.2,6.8,2.1
18,2024,P,A.J. Puk,29,0,1,0,1.32,30,0,5,0,0,2,27.1,15,4,4,2,5,2,43,1,0,0,103,322,1.63,0.732,4.9,0.7,1.6,14.2,8.6
19,2024,P,Blake Walston,23,1,0,1,4.42,7,2,3,0,0,0,18.1,16,12,9,4,10,0,18,3,0,0,83,96,6.17,1.418,7.9,2,4.9,8.8,1.8
20,2024,P,Brandon Hughes,28,0,0,0,8.15,15,2,4,0,0,0,17.2,24,16,16,8,10,0,21,2,0,1,89,52,8.71,1.925,12.2,4.1,5.1,10.7,2.1
21,2024,P,Dylan Floro,33,3,1,0.75,9.37,15,0,2,0,0,0,16.1,23,17,17,4,4,0,8,1,0,0,75,46,6.29,1.653,12.7,2.2,2.2,4.4,2
22,2024,P,Thyago Vieira,31,0,1,0,2.87,11,0,4,0,0,0,15.2,11,6,5,2,9,0,14,0,1,2,66,149,4.76,1.277,6.3,1.1,5.2,8,1.56
23,2024,P,Miguel Castro,29,0,0,0,5.93,11,0,2,0,0,0,13.2,20,9,9,3,3,0,8,1,0,0,64,72,5.73,1.683,13.2,2,2,5.3,2.67
24,2024,P,Kyle Nelson,27,0,0,0,4.22,11,0,4,0,0,0,10.2,8,5,5,2,4,1,8,0,0,0,42,102,5.23,1.125,6.8,1.7,3.4,6.8,2
25,2024,P,Humberto Castellanos,26,0,0,0,5.23,7,0,4,0,0,1,10.1,11,6,6,0,4,0,7,2,0,1,48,83,3.55,1.452,9.6,0,3.5,6.1,1.75
26,2024,P,Matt Bowman,33,0,0,0,8.1,4,0,1,0,0,0,6.2,8,6,6,1,2,0,4,0,0,0,31,54,4.82,1.5,10.8,1.4,2.7,5.4,2
27,2024,P,Luis Frías,26,0,1,0,9.95,7,0,4,0,0,0,6.1,11,8,7,1,4,0,7,0,0,1,31,44,4.9,2.368,15.6,1.4,5.7,9.9,1.75
28,2024,P,Cristian Mena,21,0,0,0,12,1,1,0,0,0,0,3,4,4,4,2,3,0,2,0,1,0,15,39,13.5,2.333,12,6,9,6,0.67
29,2024,P,Joe Jacques,29,0,0,0,13.5,1,0,0,0,0,0,1.1,3,2,2,1,1,0,0,0,0,0,7,39,15.17,3,20.3,6.8,6.8,0,0
30,2024,P,Andrew Saalfrank,26,0,0,0,36,2,0,1,0,0,0,1,2,4,4,0,4,1,0,0,0,1,8,16,15.17,6,18,0,36,0,0
31,2024,P,Pavin Smith,28,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5,0,9.17,1,0,0,9,0,0
32,2024,P,Tucker Barnhart,33,0,0,0,18,1,0,1,0,0,0,1,4,2,2,1,0,0,0,0,0,0,7,32,16.17,4,36,9,0,0,0
1,2023,SP,Zac Gallen,27,17,9,0.654,3.47,34,34,0,1,1,0,210,188,87,81,22,47,0,220,5,1,8,846,125,3.26,1.119,8.1,0.9,2,9.4,4.68
2,2023,SP,Merrill Kelly,34,12,8,0.6,3.29,30,30,0,0,0,0,177.2,143,71,65,20,69,0,187,4,4,3,722,132,3.85,1.193,7.2,1,3.5,9.5,2.71
3,2023,SP,Ryne Nelson,25,8,8,0.5,5.31,29,27,1,0,0,0,144,159,87,85,24,46,0,96,1,1,6,619,82,5.07,1.424,9.9,1.5,2.9,6,2.09
4,2023,SP,Brandon Pfaadt,24,3,9,0.25,5.72,19,18,1,0,0,0,96,109,63,61,22,26,0,94,3,0,0,421,76,5.18,1.406,10.2,2.1,2.4,8.8,3.62
5,2023,SP,Tommy Henry,25,5,4,0.556,4.15,17,16,0,0,0,0,89,86,42,41,12,35,2,64,4,0,1,381,105,4.88,1.36,8.7,1.2,3.5,6.5,1.83
6,2023,SP,Zach Davies,30,2,5,0.286,7,18,18,0,0,0,0,82.1,98,67,64,10,39,0,72,2,0,0,377,62,4.58,1.664,10.7,1.1,4.3,7.9,1.85
7,2023,CL,Paul Sewald,33,0,1,0,3.57,20,0,16,0,0,13,17.2,16,8,7,3,10,0,20,1,0,0,80,124,5.07,1.472,8.2,1.5,5.1,10.2,2
8,2023,RP,Scott McGough,33,2,7,0.222,4.73,63,1,24,0,0,9,70.1,60,40,37,14,30,2,86,2,0,3,301,92,4.76,1.28,7.7,1.8,3.8,11,2.87
9,2023,RP,Kevin Ginkel,29,9,1,0.9,2.48,60,0,19,0,0,4,65.1,41,24,18,3,23,1,70,2,1,5,254,176,2.86,0.98,5.6,0.4,3.2,9.6,3.04
10,2023,RP,Miguel Castro,28,6,6,0.5,4.31,75,0,21,0,0,7,64.2,51,32,31,8,25,3,60,3,0,0,268,101,4.31,1.175,7.1,1.1,3.5,8.4,2.4
11,2023,RP,Kyle Nelson,26,7,4,0.636,4.18,68,2,8,0,0,0,56,59,30,26,12,14,1,67,1,0,1,239,105,4.45,1.304,9.5,1.9,2.3,10.8,4.79
12,2023,,Drey Jameson,25,3,1,0.75,3.32,15,3,3,0,0,1,40.2,40,15,15,6,18,0,37,1,0,0,174,132,4.76,1.426,8.9,1.3,4,8.2,2.06
13,2023,,José Ruiz,28,2,1,0.667,4.43,34,1,13,0,0,0,40.2,44,22,20,7,17,1,36,4,0,3,182,99,5.27,1.5,9.7,1.5,3.8,8,2.12
14,2023,,Joe Mantiply,32,2,2,0.5,4.62,35,3,9,0,0,0,39,35,22,20,4,9,1,28,0,0,1,157,95,3.84,1.128,8.1,0.9,2.1,6.5,3.11
15,2023,,Andrew Chafin,33,2,3,0.4,4.19,43,0,14,0,0,8,34.1,31,17,16,3,18,0,49,0,0,1,150,105,3.11,1.427,8.1,0.8,4.7,12.8,2.72
16,2023,,Luis Frías,25,1,0,1,4.06,29,0,7,0,0,0,31,30,14,14,3,17,0,26,2,0,1,139,108,4.67,1.516,8.7,0.9,4.9,7.5,1.53
17,2023,,Slade Cecconi,24,0,1,0,4.33,7,4,0,0,0,0,27,27,13,13,4,4,0,20,2,0,0,111,101,4.37,1.148,9,1.3,1.3,6.7,5
18,2023,,Bryce Jarvis,25,2,1,0.667,3.04,11,1,2,0,0,0,23.2,14,9,8,3,9,0,12,0,0,0,92,145,5.03,0.972,5.3,1.1,3.4,4.6,1.33
19,2023,,Austin Adams,32,0,1,0,5.71,24,0,1,0,0,0,17.1,16,12,11,1,8,0,22,5,0,2,81,78,3.72,1.385,8.3,0.5,4.2,11.4,2.75
20,2023,,Tyler Gilbert,29,0,2,0,5.19,11,0,1,0,0,0,17.1,21,10,10,2,5,0,19,0,0,1,72,85,3.43,1.5,10.9,1,2.6,9.9,3.8
21,2023,,Madison Bumgarner,33,0,3,0,10.26,4,4,0,0,0,0,16.2,25,20,19,4,15,0,10,1,0,0,90,43,8.06,2.4,13.5,2.2,8.1,5.4,0.67
22,2023,,Peter Solomon,26,0,0,0,12.15,5,0,2,0,0,0,13.1,17,18,18,2,11,0,6,1,0,1,67,37,7.01,2.1,11.5,1.4,7.4,4.1,0.55
23,2023,,Ryan Thompson,31,0,0,0,0.69,13,0,2,0,0,1,13,6,1,1,1,1,0,9,1,0,0,45,644,3.33,0.538,4.2,0.7,0.7,6.2,9
24,2023,,Andrew Saalfrank,25,0,0,0,0,10,0,0,0,0,0,10.1,7,2,0,0,4,1,6,0,0,0,41,0,3.26,1.065,6.1,0,3.5,5.2,1.5
25,2023,,Justin Martinez,21,0,0,0,12.6,10,0,4,0,0,1,10,13,14,14,2,11,1,14,2,0,1,57,36,6.96,2.4,11.7,1.8,9.9,12.6,1.27
26,2023,,Anthony Misiewicz,28,1,0,1,5.63,7,0,1,0,0,0,8,11,5,5,1,3,0,6,0,0,2,37,81,4.51,1.75,12.4,1.1,3.4,6.8,2
27,2023,,Cole Sulser,33,0,0,0,6.75,4,0,1,0,0,0,5.1,5,4,4,2,3,0,4,0,0,0,23,69,8.32,1.5,8.4,3.4,5.1,6.8,1.33
28,2023,,Carlos Vargas,23,0,0,0,5.79,5,0,3,0,0,0,4.2,5,3,3,2,4,0,7,1,0,0,22,81,9.04,1.929,9.6,3.9,7.7,13.5,1.75
29,2023,,Nabil Crismatt,28,0,1,0,0,1,0,1,0,0,0,2,2,1,0,0,0,0,3,0,1,0,8,0,0.26,1,9,0,0,13.5,0
30,2023,,Carson Kelly,28,0,0,0,9,2,0,2,0,0,0,2,5,2,2,0,1,0,0,0,0,0,12,57,4.76,3,22.5,0,4.5,0,0
31,2023,,José Herrera,26,0,0,0,9,2,0,2,0,0,0,2,4,2,2,0,0,0,0,0,0,0,10,57,3.26,2,18,0,0,0,0
32,2023,,Josh Rojas,29,0,0,0,18,2,0,2,0,0,0,2,6,4,4,0,1,0,1,0,0,0,13,28,3.76,3.5,27,0,4.5,4.5,1
33,2023,,Peter Strzelecki,28,0,0,0,0,1,0,0,0,0,0,1.1,1,0,0,0,2,0,0,0,0,0,7,0,7.76,2.25,6.8,0,13.5,0,0
34,2023,,Seby Zavala,29,0,0,0,0,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,0,3.26,0,0,0,0,0,0
1,2022,SP,Merrill Kelly,33,13,8,0.619,3.37,33,33,0,0,0,0,200.1,167,77,75,21,61,2,177,2,1,4,804,119,3.65,1.138,7.5,0.9,2.7,8,2.9
2,2022,SP,Zac Gallen,26,12,4,0.75,2.54,31,31,0,0,0,0,184,121,56,52,15,47,0,192,12,0,5,714,158,3.05,0.913,5.9,0.7,2.3,9.4,4.09
3,2022,SP,Madison Bumgarner,32,7,15,0.318,4.88,30,30,0,0,0,0,158.2,179,97,86,25,49,0,112,9,0,2,698,82,4.85,1.437,10.2,1.4,2.8,6.4,2.29
4,2022,SP,Zach Davies,29,2,5,0.286,4.09,27,27,0,0,0,0,134.1,122,66,61,21,52,0,102,2,0,1,570,98,4.83,1.295,8.2,1.4,3.5,6.8,1.96
5,2022,CL,Mark Melancon,37,3,10,0.231,4.66,62,0,48,0,0,18,56,63,37,29,5,21,2,35,1,0,6,247,87,4.2,1.5,10.1,0.8,3.4,5.6,1.67
6,2022,RP,Caleb Smith,30,1,3,0.25,4.11,44,1,14,0,0,0,70,57,35,32,14,39,1,65,1,0,1,302,98,5.57,1.371,7.3,1.8,5,8.4,1.67
7,2022,RP,Joe Mantiply,31,2,5,0.286,2.85,69,0,9,0,0,2,60,59,22,19,6,6,0,61,3,1,3,243,142,2.83,1.083,8.9,0.9,0.9,9.2,10.17
8,2022,RP,Ian Kennedy,37,4,7,0.364,5.36,57,0,21,0,0,10,50.1,57,33,30,11,22,3,44,1,0,3,232,75,5.58,1.57,10.2,2,3.9,7.9,2
9,2022,RP,Noé Ramirez,32,5,4,0.556,5.22,55,0,3,0,0,0,50,45,32,29,9,26,2,51,3,0,2,215,77,5.15,1.42,8.1,1.6,4.7,9.2,1.96
10,2022,,Tommy Henry,24,3,4,0.429,5.36,9,9,0,0,0,0,47,47,28,28,10,21,1,36,3,0,3,205,75,5.88,1.447,9,1.9,4,6.9,1.71
11,2022,,Humberto Castellanos,24,3,2,0.6,5.68,11,9,1,0,0,0,44.1,50,29,28,7,12,0,32,4,0,2,194,71,4.8,1.398,10.2,1.4,2.4,6.5,2.67
12,2022,,Kyle Nelson,25,2,1,0.667,2.19,43,1,4,0,0,0,37,26,10,9,1,14,0,30,3,0,1,151,185,3.22,1.081,6.3,0.2,3.4,7.3,2.14
13,2022,,Tyler Gilbert,28,0,3,0,5.24,8,7,1,0,0,0,34.1,33,21,20,8,10,1,20,1,0,0,146,77,5.94,1.252,8.7,2.1,2.6,5.2,2
14,2022,,Kevin Ginkel,28,1,1,0.5,3.38,30,0,3,0,0,1,29.1,27,14,11,1,11,0,30,1,0,1,124,120,2.74,1.295,8.3,0.3,3.4,9.2,2.73
15,2022,,J.B. Wendelken,29,2,1,0.667,5.28,29,0,6,0,0,0,29,25,18,17,4,14,0,21,1,0,1,122,77,5.01,1.345,7.8,1.2,4.3,6.5,1.5
16,2022,,Sean Poppen,28,2,2,0.5,4.4,29,0,6,0,0,0,28.2,27,15,14,5,12,3,22,1,0,2,120,93,5.21,1.36,8.5,1.6,3.8,6.9,1.83
17,2022,,Drey Jameson,24,3,0,1,1.48,4,4,0,0,0,0,24.1,20,4,4,2,7,0,24,1,0,1,98,276,3.19,1.11,7.4,0.7,2.6,8.9,3.43
18,2022,,Corbin Martin,26,0,1,0,4.84,7,2,1,0,0,0,22.1,25,14,12,3,12,0,21,0,0,2,101,84,4.59,1.657,10.1,1.2,4.8,8.5,1.75
19,2022,,Dallas Keuchel,34,0,2,0,9.64,4,4,0,0,0,0,18.2,27,22,20,4,7,0,18,0,0,0,89,42,5.09,1.821,13,1.9,3.4,8.7,2.57
20,2022,,Ryne Nelson,24,1,1,0.5,1.47,3,3,0,0,0,0,18.1,9,4,3,2,6,1,16,0,0,0,69,278,3.77,0.818,4.4,1,2.9,7.9,2.67
21,2022,,Taylor Widener,27,0,1,0,3.63,14,0,4,0,0,0,17.1,22,8,7,2,5,1,14,3,0,0,82,113,4.38,1.558,11.4,1,2.6,7.3,2.8
22,2022,,Keynan Middleton,28,1,2,0.333,5.29,18,0,2,0,0,0,17,16,13,10,5,3,0,15,1,0,1,69,78,5.88,1.118,8.5,2.6,1.6,7.9,5
23,2022,,Luis Frías,24,1,1,0.5,10.59,15,0,6,0,0,0,17,23,20,20,1,17,0,14,1,1,4,90,39,5.41,2.353,12.2,0.5,9,7.4,0.82
24,2022,,Edwin Uceta,24,0,0,0,5.82,10,0,5,0,0,0,17,14,12,11,2,7,0,13,1,0,1,73,70,4.52,1.235,7.4,1.1,3.7,6.9,1.86
25,2022,,Luke Weaver,28,1,1,0.5,7.71,12,1,4,0,0,0,16.1,24,14,14,1,5,0,19,1,0,0,79,53,2.68,1.776,13.2,0.6,2.8,10.5,3.8
26,2022,,Reyes Moronta,29,2,2,0.5,4.5,17,0,8,0,0,2,14,13,9,7,0,8,1,11,0,0,4,63,92,3.25,1.5,8.4,0,5.1,7.1,1.38
27,2022,,Chris Devenski,31,2,1,0.667,7.59,10,0,0,0,0,0,10.2,14,9,9,2,1,0,9,1,0,0,48,55,4.42,1.406,11.8,1.7,0.8,7.6,9
28,2022,,Tyler Holton,26,0,0,0,3,10,0,5,0,0,0,9,8,3,3,1,2,0,6,1,0,1,39,139,4.22,1.111,8,1,2,6,3
29,2022,,Carson Kelly,27,0,0,0,7.71,4,0,4,0,0,0,4.2,9,4,4,1,2,0,0,0,0,0,24,56,7.18,2.357,17.4,1.9,3.9,0,0
30,2022,,Oliver Pérez,40,1,1,0.5,15.75,7,0,1,0,0,0,4,8,9,7,1,1,0,1,1,0,0,24,28,7.36,2.25,18,2.3,2.3,2.3,1
31,2022,,Matt Peacock,28,0,0,0,6.75,2,0,2,0,0,0,2.2,3,2,2,1,2,0,2,0,0,0,13,68,8.74,1.875,10.1,3.4,6.8,6.8,1
32,2022,,Jake Hager,29,0,0,0,7.71,3,0,3,0,0,0,2.1,3,2,2,0,0,0,1,0,0,0,10,61,2.25,1.286,11.6,0,0,3.9,0
33,2022,,Paul Fry,29,0,0,0,9,1,0,1,0,0,0,1,2,1,1,0,2,0,2,0,0,0,7,62,5.11,4,18,0,18,18,1
1,2021,SP,Merrill Kelly,32,7,11,0.389,4.44,27,27,0,0,0,0,158,163,82,78,21,41,3,130,4,0,2,667,95,4.11,1.291,9.3,1.2,2.3,7.4,3.17
2,2021,SP,Madison Bumgarner,31,7,10,0.412,4.67,26,26,0,1,1,0,146.1,134,82,76,24,39,2,124,11,1,2,613,90,4.63,1.182,8.2,1.5,2.4,7.6,3.18
3,2021,SP,Zac Gallen,25,4,10,0.286,4.3,23,23,0,1,1,0,121.1,108,61,58,19,49,1,139,5,0,6,523,98,4.25,1.294,8,1.4,3.6,10.3,2.84
4,2021,SP,Taylor Widener,26,2,1,0.667,4.35,23,13,0,0,0,0,70.1,65,38,34,14,37,3,73,7,0,1,319,97,5.56,1.45,8.3,1.8,4.7,9.3,1.97
5,2021,SP,Luke Weaver,27,3,6,0.333,4.25,13,13,0,0,0,0,65.2,58,34,31,11,20,3,62,1,0,0,275,100,4.42,1.188,7.9,1.5,2.7,8.5,3.1
6,2021,CL,Joakim Soria,37,1,4,0.2,4.3,31,0,20,0,0,6,29.1,31,14,14,4,8,0,31,1,1,1,125,99,3.75,1.33,9.5,1.2,2.5,9.5,3.88
7,2021,RP,Caleb Smith,29,4,9,0.308,4.83,45,13,4,0,0,0,113.2,93,64,61,20,63,3,124,6,0,2,500,87,5.1,1.372,7.4,1.6,5,9.8,1.97
8,2021,RP,Taylor Clarke,28,1,3,0.25,4.98,43,0,10,0,0,0,43.1,52,28,24,4,14,2,39,0,0,2,194,85,3.54,1.523,10.8,0.8,2.9,8.1,2.79
9,2021,RP,Joe Mantiply,30,0,3,0,3.4,57,0,7,0,0,0,39.2,45,24,15,1,17,3,38,1,0,2,177,125,2.94,1.563,10.2,0.2,3.9,8.6,2.24
10,2021,RP,Noé Ramirez,31,0,2,0,2.76,36,0,6,0,0,1,32.2,18,12,10,2,11,0,29,3,0,2,132,154,3.48,0.888,5,0.6,3,8,2.64
11,2021,,Matt Peacock,27,5,7,0.417,4.9,35,8,12,0,0,0,86.1,107,55,47,13,28,5,50,1,1,2,386,86,4.98,1.564,11.2,1.4,2.9,5.2,1.79
12,2021,,Riley Smith,26,1,4,0.2,6.01,24,6,4,0,0,1,67.1,86,46,45,10,15,2,36,4,0,0,301,70,4.88,1.5,11.5,1.3,2,4.8,2.4
13,2021,,Humberto Castellanos,23,2,2,0.5,4.93,14,7,2,0,0,0,45.2,48,26,25,7,15,0,29,2,0,0,196,86,5.01,1.38,9.5,1.4,3,5.7,1.93
14,2021,,Alex Young,27,2,6,0.25,6.26,30,2,7,0,0,0,41.2,50,34,29,11,20,3,38,1,0,2,193,68,6.29,1.68,10.8,2.4,4.3,8.2,1.9
15,2021,,Tyler Gilbert,27,2,2,0.5,3.15,9,6,0,1,1,0,40,28,17,14,4,13,0,25,1,0,0,157,135,4.27,1.025,6.3,0.9,2.9,5.6,1.92
16,2021,,Jake Faria,27,0,0,0,5.51,23,3,6,0,0,0,32.2,39,21,20,5,13,0,32,2,1,3,154,77,4.58,1.592,10.7,1.4,3.6,8.8,2.46
17,2021,,Kevin Ginkel,27,0,1,0,6.35,32,0,9,0,0,0,28.1,30,24,20,7,14,0,31,2,0,3,129,67,5.89,1.553,9.5,2.2,4.4,9.8,2.21
18,2021,,Tyler Clippard,36,1,1,0.5,3.2,26,0,15,0,0,6,25.1,22,12,9,3,11,1,21,3,0,1,111,133,4.71,1.303,7.8,1.1,3.9,7.5,1.91
19,2021,,Stefan Crichton,29,0,4,0,7.33,31,0,11,0,0,4,23.1,33,22,19,3,12,3,17,4,1,3,117,58,5.44,1.929,12.7,1.2,4.6,6.6,1.42
20,2021,,Brett de Geus,23,3,2,0.6,6.56,28,0,9,0,0,0,23.1,31,22,17,3,12,1,15,2,0,3,111,65,5.36,1.843,12,1.2,4.6,5.8,1.25
21,2021,,Humberto Mejía,24,0,3,0,7.25,5,5,0,0,0,0,22.1,32,19,18,5,9,1,20,0,0,0,105,59,5.5,1.836,12.9,2,3.6,8.1,2.22
22,2021,,J.B. Wendelken,28,2,2,0.5,4.34,20,0,9,0,0,2,18.2,15,9,9,2,9,1,13,0,0,0,77,99,4.62,1.286,7.2,1,4.3,6.3,1.44
23,2021,,Sean Poppen,27,1,1,0.5,4.67,20,0,4,0,0,1,17.1,20,11,9,1,7,2,21,2,0,2,82,92,3.05,1.558,10.4,0.5,3.6,10.9,3
24,2021,,J.B. Bukauskas,24,2,2,0.5,7.79,21,0,4,0,0,0,17.1,24,19,15,4,7,1,14,0,0,0,81,55,5.77,1.788,12.5,2.1,3.6,7.3,2
25,2021,,Ryan Buchter,34,0,2,0,6.61,18,0,2,0,0,0,16.1,16,13,12,5,13,1,16,2,1,0,78,65,7.95,1.776,8.8,2.8,7.2,8.8,1.23
26,2021,,Corbin Martin,25,0,3,0,10.69,5,3,0,0,0,0,16,23,19,19,5,14,0,13,1,0,0,86,40,8.42,2.313,12.9,2.8,7.9,7.3,0.93
27,2021,,Seth Frankoff,32,0,2,0,9.2,4,3,1,0,0,0,14.2,20,15,15,4,9,0,11,2,0,3,74,47,7.47,1.977,12.3,2.5,5.5,6.8,1.22
28,2021,,Jon Duplantier,26,0,3,0,13.15,4,4,0,0,0,0,13,19,19,19,5,8,0,12,2,0,0,70,33,8.63,2.077,13.2,3.5,5.5,8.3,1.5
29,2021,,Yoan López,28,0,0,0,6.57,13,0,5,0,0,0,12.1,18,10,9,3,6,2,13,0,0,0,61,66,5.68,1.946,13.1,2.2,4.4,9.5,2.17
30,2021,,Chris Devenski,30,1,0,1,8.59,8,0,2,0,0,1,7.1,11,7,7,2,2,0,5,1,0,0,35,51,6.58,1.773,13.5,2.5,2.5,6.1,2.5
31,2021,,Miguel Aguilar,29,1,1,0.5,6.43,9,0,2,0,0,0,7,6,6,5,0,4,1,3,0,0,0,29,69,4.03,1.429,7.7,0,5.1,3.9,0.75
32,2021,,Brandyn Sittinger,27,0,1,0,7.71,5,0,0,0,0,0,4.2,5,4,4,3,2,0,1,1,0,0,21,59,13.03,1.5,9.6,5.8,3.9,1.9,0.5
33,2021,,Anthony Swarzak,35,0,1,0,9.64,6,0,1,0,0,0,4.2,7,5,5,1,1,0,4,0,1,0,21,47,4.88,1.714,13.5,1.9,1.9,7.7,4
34,2021,,Luis Frías,23,0,0,0,2.7,3,0,1,0,0,0,3.1,2,1,1,0,5,0,3,0,0,0,16,173,5.87,2.1,5.4,0,13.5,8.1,0.6
35,2021,,Keury Mella,27,0,0,0,32.4,2,0,1,0,0,0,1.2,8,6,6,2,2,0,2,0,0,0,15,16,19.97,6,43.2,10.8,10.8,10.8,1
36,2021,,Asdrúbal Cabrera,35,0,0,0,0,2,0,1,0,0,0,1.1,1,0,0,0,0,0,0,0,0,0,4,0,3.17,0.75,6.8,0,0,0,0
37,2021,,Jordan Weems,28,0,1,0,47.25,2,0,0,0,0,0,1.1,4,7,7,1,3,1,3,1,0,1,12,11,17.42,5.25,27,6.8,20.3,20.3,1
38,2021,,Wyatt Mathisen,27,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,3.17,1,9,0,0,0,0
39,2021,,David Peralta,33,0,0,0,27,1,0,1,0,0,0,1,4,3,3,1,0,0,1,1,0,0,9,21,17.17,4,36,9,0,9,0
40,2021,,Bryan Holaday,33,0,0,0,9,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,5,64,22.17,2,9,9,9,0,0
41,2021,,Josh Reddick,34,0,0,0,13.5,1,0,1,0,0,0,0.2,2,1,1,1,1,0,0,0,0,0,5,48,27.17,4.5,27,13.5,13.5,0,0
1,2020,SP,Zac Gallen,24,3,2,0.6,2.75,12,12,0,0,0,0,72,55,24,22,9,25,0,82,2,0,4,291,164,3.66,1.111,6.9,1.1,3.1,10.3,3.28
2,2020,SP,Luke Weaver,26,1,9,0.1,6.58,12,12,0,0,0,0,52,63,39,38,10,18,0,55,1,0,0,236,69,4.67,1.558,10.9,1.7,3.1,9.5,3.06
3,2020,SP,Madison Bumgarner,30,1,4,0.2,6.48,9,9,0,0,0,0,41.2,47,31,30,13,13,2,30,6,0,0,190,70,7.18,1.44,10.2,2.8,2.8,6.5,2.31
4,2020,SP,Merrill Kelly,31,3,2,0.6,2.59,5,5,0,0,0,0,31.1,26,9,9,5,5,1,29,1,0,0,125,175,3.99,0.989,7.5,1.4,1.4,8.3,5.8
5,2020,SP,Robbie Ray,28,1,4,0.2,7.84,7,7,0,0,0,0,31,31,27,27,9,31,1,43,1,0,6,154,58,7.29,2,9,2.6,9,12.5,1.39
6,2020,CL,Archie Bradley,27,1,0,1,4.22,10,0,9,0,0,6,10.2,13,5,5,0,3,0,12,1,0,0,45,110,2.07,1.5,11,0,2.5,10.1,4
