Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls
38,2004,P,Andrew Good,24,16,6,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,-100,0,0,0,0,1,0
39,2004,P,Scott Service,37,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
40,2004,P,Randy Choate,28,69,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
41,2004,P,Chad Durbin,26,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
42,2004,P,Brandon Villafuerte,28,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
43,2004,P,Greg Aquino,26,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
44,2004,P,Matt Mantei,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2004,P,Mike Fetters,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2004,P,Shane Reynolds,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2004,P,Mike Koplove,27,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2004,P,Brian Bruney,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2004,P,Jose Valverde,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2004,P,Jeff Fassero,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2004,P,Shane Nance,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2004,P,Oscar Villarreal,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2003,C,Chad Moeller,28,78,269,239,29,64,17,1,7,29,1,2,23,59,0.268,0.335,0.435,0.77,93,104,7,2,3,2,11
2,2003,1B,Lyle Overbay,26,86,293,254,23,70,20,0,4,28,1,0,35,67,0.276,0.365,0.402,0.767,94,102,8,2,0,2,7
3,2003,2B,Junior Spivey,28,106,408,365,52,93,22,2,13,50,4,3,33,95,0.255,0.326,0.433,0.759,90,158,7,7,0,3,1
4,2003,SS,Alex Cintrón,24,117,487,448,70,142,26,6,13,51,2,3,29,33,0.317,0.359,0.489,0.848,112,219,7,2,5,3,0
5,2003,3B,Craig Counsell,32,89,351,303,40,71,6,3,3,21,11,4,41,32,0.234,0.328,0.304,0.631,61,92,4,2,3,2,0
6,2003,LF,Luis Gonzalez,35,156,679,579,92,176,46,4,26,104,5,3,94,67,0.304,0.402,0.532,0.934,134,308,19,3,0,3,17
7,2003,CF,Steve Finley,38,147,582,516,82,148,24,10,22,70,15,8,57,94,0.287,0.363,0.5,0.863,115,258,6,6,0,3,4
8,2003,RF,Danny Bautista,31,88,314,284,29,78,16,3,4,36,3,2,21,50,0.275,0.33,0.394,0.724,83,112,7,4,2,3,2
9,2003,CI,Shea Hillenbrand,27,85,354,330,40,88,18,1,17,59,0,0,17,44,0.267,0.302,0.482,0.784,94,159,13,2,0,5,3
10,2003,IF,Matt Kata,25,78,322,288,42,74,16,5,7,29,3,2,25,53,0.257,0.315,0.42,0.736,84,121,4,1,5,3,0
11,2003,C,Rod Barajas,27,80,239,220,19,48,15,0,3,28,0,0,14,43,0.218,0.265,0.327,0.592,49,72,6,1,1,3,7
12,2003,IF,Carlos Baerga,34,105,231,207,31,71,13,0,4,39,1,1,18,20,0.343,0.396,0.464,0.859,117,96,6,2,1,3,1
13,2003,SS,Tony Womack,33,61,231,219,30,52,10,3,2,15,8,3,8,27,0.237,0.27,0.338,0.607,53,74,6,2,1,1,0
14,2003,RF,Quinton McCracken,32,115,226,203,17,46,5,2,0,18,5,1,15,34,0.227,0.276,0.271,0.547,39,55,4,0,5,3,2
15,2003,C,Robby Hammock,26,65,216,195,30,55,10,2,8,28,3,2,17,44,0.282,0.343,0.477,0.82,105,93,5,2,0,2,3
16,2003,RF,David Dellucci,29,70,190,165,18,40,11,3,2,19,9,0,19,45,0.242,0.328,0.382,0.71,79,63,4,3,1,2,1
17,2003,RF,Raul Mondesí,32,45,183,162,27,49,8,1,8,22,5,4,18,31,0.302,0.372,0.512,0.884,121,83,3,1,0,2,0
18,2003,3B,Matt Williams,37,44,156,134,17,33,9,0,4,16,0,0,16,26,0.246,0.327,0.403,0.73,84,54,1,2,0,4,1
19,2003,1B,Mark Grace,39,66,155,135,13,27,5,0,3,16,0,0,16,15,0.2,0.279,0.304,0.583,48,41,6,0,1,3,2
20,2003,DH,Félix José,38,18,24,18,1,6,1,0,1,6,0,0,6,3,0.333,0.5,0.556,1.056,167,10,1,0,0,0,1
21,2003,OF,Luis Terrero,23,5,5,4,0,1,0,0,0,0,0,0,0,1,0.25,0.4,0.25,0.65,70,1,0,1,0,0,0
22,2003,P,Miguel Batista,32,34,62,57,3,4,1,0,0,0,0,0,1,33,0.07,0.086,0.088,0.174,-56,5,2,0,4,0,0
23,2003,P,Brandon Webb,24,27,59,50,2,5,1,0,0,0,0,0,2,21,0.1,0.135,0.12,0.255,-35,6,0,0,7,0,0
24,2003,P,Curt Schilling,36,24,59,52,4,3,0,0,0,0,0,0,3,21,0.058,0.109,0.058,0.167,-56,3,0,0,4,0,0
25,2003,P,Elmer Dessens,32,34,59,46,1,9,1,1,0,6,0,0,3,11,0.196,0.245,0.261,0.506,28,12,0,0,10,0,0
26,2003,P,Randy Johnson,39,17,38,36,2,7,0,0,1,3,0,0,0,17,0.194,0.194,0.278,0.472,18,10,0,0,2,0,0
27,2003,P,Andrew Good,23,15,20,16,0,2,0,0,0,1,0,0,0,5,0.125,0.125,0.125,0.25,-36,2,0,0,4,0,0
28,2003,P,Byung-Hyun Kim,24,7,15,13,0,2,1,0,0,1,0,0,0,2,0.154,0.154,0.231,0.385,-4,3,0,0,2,0,0
29,2003,P,John Patterson,25,15,13,13,1,1,0,0,0,1,0,0,0,4,0.077,0.077,0.077,0.154,-61,1,0,0,0,0,0
30,2003,P,Chris Capuano,24,9,8,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,0,0,0,0,0
31,2003,P,Édgar González,20,9,5,4,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,27,1,0,0,1,0,0
32,2003,P,Steve Randolph,29,48,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,1,0,0
33,2003,P,Oscar Villarreal,21,82,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
34,2003,P,Jose Valverde,25,50,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2,3,633,2,0,0,0,0,0
35,2003,P,Scott Service,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2003,P,Matt Mantei,29,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2003,P,Eddie Oropesa,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2003,P,Mike Koplove,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2003,P,Ricky Bottalico,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2003,P,Bret Prinz,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2003,P,Mike Myers,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2003,P,Dennys Reyes,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2003,P,Brady Raggio,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2002,C,Damian Miller,32,101,340,297,40,74,22,0,11,42,0,0,38,88,0.249,0.34,0.434,0.775,94,129,14,3,2,0,5
2,2002,1B,Mark Grace,38,124,348,298,43,75,19,0,7,48,2,0,46,30,0.252,0.351,0.386,0.736,86,115,5,1,0,3,6
3,2002,2B,Junior Spivey,27,143,626,538,103,162,34,6,16,78,11,6,65,100,0.301,0.389,0.476,0.865,117,256,10,16,1,6,5
4,2002,SS,Tony Womack,32,153,652,590,90,160,23,5,5,57,29,12,46,80,0.271,0.325,0.353,0.678,71,208,9,4,6,6,2
5,2002,3B,Craig Counsell,31,112,491,436,63,123,22,1,2,51,7,5,45,52,0.282,0.348,0.351,0.699,78,153,10,1,4,3,3
6,2002,LF,Luis Gonzalez,34,148,633,524,90,151,19,3,28,103,9,2,97,76,0.288,0.4,0.496,0.896,125,260,12,5,0,7,8
7,2002,CF,Steve Finley,37,150,577,505,82,145,24,4,25,89,16,4,65,73,0.287,0.37,0.499,0.869,117,252,10,3,1,3,7
8,2002,RF,Quinton McCracken,31,123,400,349,60,108,27,8,3,40,5,4,32,68,0.309,0.367,0.458,0.825,107,160,3,2,13,4,0
9,2002,1B,Erubiel Durazo,28,76,276,222,46,58,12,2,16,48,0,1,49,60,0.261,0.395,0.55,0.944,136,122,1,2,0,3,2
10,2002,RF,David Dellucci,28,97,261,229,34,56,11,2,7,29,2,4,28,55,0.245,0.326,0.402,0.727,83,92,7,1,0,3,5
11,2002,3B,Matt Williams,36,60,238,215,29,56,7,2,12,40,3,1,21,41,0.26,0.324,0.479,0.803,100,103,8,0,0,2,1
12,2002,1B,Greg Colbrunn,32,72,185,171,30,57,16,2,10,27,0,0,13,19,0.333,0.378,0.626,1.004,148,107,5,0,0,1,1
13,2002,C,Rod Barajas,26,70,172,154,12,36,10,0,3,23,1,0,10,25,0.234,0.288,0.357,0.645,62,55,4,3,2,3,4
14,2002,RF,Danny Bautista,30,40,166,154,22,50,5,2,6,23,4,2,11,21,0.325,0.367,0.5,0.867,117,77,4,0,0,1,2
15,2002,RF,José Guillén,26,54,141,131,13,30,4,0,4,15,3,4,7,25,0.229,0.277,0.351,0.628,57,46,7,2,0,1,1
16,2002,C,Chad Moeller,27,37,123,105,10,30,11,1,2,16,0,1,17,23,0.286,0.385,0.467,0.852,114,49,6,0,1,0,3
17,2002,3B,Chris Donnels,36,74,93,80,5,19,4,1,3,16,0,0,10,14,0.238,0.312,0.425,0.737,84,34,2,0,0,3,1
18,2002,MI,Alex Cintrón,23,38,90,75,11,16,6,0,0,4,0,0,12,13,0.213,0.322,0.293,0.615,57,22,2,0,3,0,2
19,2002,IF,Jay Bell,36,32,56,49,3,8,1,0,2,11,0,0,5,9,0.163,0.25,0.306,0.556,40,15,2,1,0,1,0
20,2002,OF,Mark Little,29,15,28,22,8,6,0,1,0,2,0,0,2,5,0.273,0.429,0.364,0.792,103,8,0,4,0,0,0
21,2002,RF,Félix José,37,13,25,19,5,5,0,0,2,4,0,0,4,8,0.263,0.36,0.579,0.939,132,11,1,0,0,2,0
22,2002,,Lyle Overbay,25,10,10,10,0,1,0,0,0,1,0,0,0,5,0.1,0.1,0.1,0.2,-49,1,0,0,0,0,0
23,2002,IF,Danny Klassen,26,4,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,69,1,0,0,0,0,0
24,2002,P,Randy Johnson,38,34,99,89,4,12,3,0,0,8,0,0,3,40,0.135,0.161,0.169,0.33,-16,15,3,0,6,1,0
25,2002,P,Curt Schilling,35,34,98,86,7,15,0,0,0,3,0,0,4,26,0.174,0.211,0.174,0.386,-1,15,2,0,8,0,0
26,2002,P,Rick Helling,31,29,61,46,3,2,0,0,0,1,0,0,8,16,0.043,0.2,0.043,0.243,-34,2,1,1,6,0,0
27,2002,P,Miguel Batista,31,33,56,51,5,8,2,0,1,2,0,0,3,28,0.157,0.204,0.255,0.459,15,13,2,0,2,0,0
28,2002,P,Brian Anderson,30,36,49,43,0,5,1,1,0,2,0,0,0,9,0.116,0.136,0.186,0.322,-19,8,0,1,5,0,0
29,2002,P,John Patterson,24,7,12,10,1,1,0,0,0,0,0,0,1,4,0.1,0.182,0.1,0.282,-26,1,0,0,1,0,0
30,2002,P,Todd Stottlemyre,37,5,6,4,0,0,0,0,0,0,0,0,1,2,0,0.2,0,0.2,-44,0,0,0,1,0,0
31,2002,P,Byung-Hyun Kim,23,66,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,154,1,0,0,0,0,0
32,2002,P,Mike Koplove,25,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
33,2002,P,Mike Morgan,42,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2002,P,Jose Parra,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2002,P,Matt Mantei,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2002,P,Duaner Sanchez,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2002,P,Greg Swindell,37,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2002,P,Mike Fetters,37,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2002,P,Eddie Oropesa,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2002,P,Bret Prinz,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2002,P,Mike Myers,33,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2002,P,Armando Reynoso,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2001,C,Damian Miller,31,123,425,380,45,103,19,0,13,47,0,1,35,80,0.271,0.337,0.424,0.761,89,161,9,4,4,2,9
2,2001,1B,Mark Grace,37,145,553,476,66,142,31,2,15,78,1,0,67,36,0.298,0.386,0.466,0.852,113,222,7,4,1,5,6
3,2001,2B,Jay Bell,35,129,509,428,59,106,24,1,13,46,0,1,65,79,0.248,0.349,0.4,0.749,88,171,9,4,8,4,3
4,2001,SS,Tony Womack,31,125,518,481,66,128,19,5,3,30,28,7,23,54,0.266,0.307,0.345,0.652,64,166,4,6,7,1,2
5,2001,3B,Matt Williams,35,106,436,408,58,112,30,0,16,65,1,0,22,70,0.275,0.314,0.466,0.78,92,190,15,3,0,3,3
6,2001,LF,Luis Gonzalez,33,162,728,609,128,198,36,7,57,142,1,1,100,83,0.325,0.429,0.688,1.117,174,419,14,14,0,5,24
7,2001,CF,Steve Finley,36,140,548,495,66,136,27,4,14,73,11,7,47,67,0.275,0.337,0.43,0.767,91,213,8,1,2,3,9
8,2001,RF,Reggie Sanders,33,126,496,441,84,116,21,3,33,90,14,10,46,126,0.263,0.337,0.549,0.886,117,242,2,5,1,3,7
9,2001,IF,Craig Counsell,30,141,535,458,76,126,22,3,4,38,6,8,61,76,0.275,0.359,0.362,0.721,82,166,9,2,6,6,3
10,2001,RF,David Dellucci,27,115,241,217,28,60,10,2,10,40,2,1,22,52,0.276,0.349,0.479,0.828,105,104,2,2,0,0,4
11,2001,OF,Danny Bautista,29,100,239,222,26,67,11,2,5,26,3,2,14,31,0.302,0.346,0.437,0.783,95,97,7,1,2,0,1
12,2001,1B,Erubiel Durazo,27,92,207,175,34,47,11,0,12,38,0,0,28,49,0.269,0.372,0.537,0.909,124,94,1,2,0,2,1
13,2001,2B,Junior Spivey,26,72,195,163,33,42,6,3,5,21,3,0,23,47,0.258,0.354,0.423,0.778,94,69,3,2,6,1,0
14,2001,C,Rod Barajas,25,51,111,106,9,17,3,0,3,9,0,0,4,26,0.16,0.191,0.274,0.464,15,29,0,0,0,0,0
15,2001,CI,Greg Colbrunn,31,59,110,97,12,28,8,0,4,18,0,0,9,14,0.289,0.373,0.495,0.868,115,48,5,4,0,0,0
16,2001,C,Chad Moeller,26,25,63,56,8,13,0,1,1,2,0,0,6,12,0.232,0.306,0.321,0.628,58,18,2,0,1,0,1
17,2001,C,Mike Difelice,32,12,23,21,1,1,0,0,0,1,0,0,0,10,0.048,0.091,0.048,0.139,-64,1,0,1,1,0,0
18,2001,OF,Midre Cummings,29,20,21,20,1,6,1,0,0,1,0,0,0,4,0.3,0.286,0.35,0.636,59,7,2,0,0,1,0
19,2001,SS,Alex Cintrón,22,8,7,7,0,2,0,1,0,0,0,0,0,0,0.286,0.286,0.571,0.857,107,4,0,0,0,0,0
20,2001,RF,Jason Conti,26,5,5,4,1,1,0,0,0,0,0,0,1,2,0.25,0.4,0.25,0.65,69,1,0,0,0,0,0
21,2001,OF,Ryan Christenson,27,19,5,4,3,1,1,0,0,1,1,0,1,1,0.25,0.4,0.5,0.9,124,2,0,0,0,0,0
22,2001,LF,Jack Cust,22,3,3,2,0,1,0,0,0,0,0,0,1,0,0.5,0.667,0.5,1.167,200,1,0,0,0,0,0
23,2001,,Lyle Overbay,24,2,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,153,1,0,0,0,0,0
24,2001,,Rob Ryan,28,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
25,2001,3B,Juan Sosa,25,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
26,2001,C,Ken Huckaby,30,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
27,2001,P,Curt Schilling,34,34,98,83,4,11,1,0,0,1,0,0,1,28,0.133,0.143,0.145,0.287,-27,12,0,0,14,0,0
28,2001,P,Randy Johnson,37,33,91,80,2,8,0,0,0,2,0,0,3,38,0.1,0.143,0.1,0.243,-37,8,3,1,7,0,0
29,2001,P,Brian Anderson,29,31,37,37,1,5,1,1,0,2,0,0,0,9,0.135,0.135,0.216,0.351,-14,8,2,0,0,0,0
30,2001,P,Miguel Batista,30,46,36,32,2,2,0,0,0,0,0,0,2,17,0.063,0.118,0.063,0.18,-53,2,0,0,2,0,0
31,2001,P,Albie Lopez,29,13,29,24,0,1,0,0,0,0,0,0,2,10,0.042,0.148,0.042,0.19,-49,1,1,1,2,0,0
32,2001,P,Robert Ellis,30,17,28,26,2,4,0,0,0,1,0,0,1,12,0.154,0.185,0.154,0.339,-13,4,0,0,1,0,0
33,2001,P,Bobby Witt,37,14,13,12,0,3,0,0,0,0,0,0,0,7,0.25,0.25,0.25,0.5,26,3,0,0,1,0,0
34,2001,P,Armando Reynoso,35,8,13,10,0,1,1,0,0,2,0,0,0,3,0.1,0.1,0.2,0.3,-27,2,0,0,3,0,0
35,2001,P,Nick Bierbrodt,23,6,10,6,3,4,1,0,0,0,0,0,2,0,0.667,0.75,0.833,1.583,297,5,0,0,2,0,0
36,2001,P,Byung-Hyun Kim,22,74,6,6,0,1,0,0,0,2,0,0,0,2,0.167,0.167,0.167,0.333,-16,1,0,0,0,0,0
37,2001,P,Mike Morgan,41,31,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
38,2001,P,Geraldo Guzmán,28,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
39,2001,P,Mike Koplove,24,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
40,2001,P,Troy Brohawn,28,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
41,2001,P,Eric Knott,26,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
42,2001,P,Mike Mohler,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2001,P,Matt Mantei,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2001,P,Greg Swindell,36,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2001,P,Erik Sabel,26,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2001,P,Bret Prinz,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2001,P,Russ Springer,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2000,C,Damian Miller,30,100,364,324,43,89,24,0,10,44,2,2,36,74,0.275,0.347,0.441,0.788,95,143,6,1,1,2,4
2,2000,1B,Greg Colbrunn,30,116,385,329,48,103,22,1,15,57,0,1,43,45,0.313,0.405,0.523,0.928,129,172,13,10,0,3,2
3,2000,2B,Jay Bell,34,149,649,565,87,151,30,6,18,68,7,3,70,88,0.267,0.348,0.437,0.786,94,247,7,3,6,5,0
4,2000,SS,Tony Womack,30,146,659,617,95,167,21,14,7,57,45,11,30,74,0.271,0.307,0.384,0.692,71,237,6,5,2,5,0
5,2000,3B,Matt Williams,34,96,397,371,43,102,18,2,12,47,1,2,20,51,0.275,0.315,0.431,0.746,83,160,11,3,0,3,1
6,2000,LF,Luis Gonzalez,32,162,722,618,106,192,47,2,31,114,2,4,78,85,0.311,0.392,0.544,0.935,130,336,12,12,2,12,6
7,2000,CF,Steve Finley,35,152,623,539,100,151,27,5,35,96,12,6,65,87,0.28,0.361,0.544,0.904,121,293,9,8,2,9,7
8,2000,RF,Danny Bautista,28,87,294,262,45,83,16,7,7,47,5,2,20,30,0.317,0.366,0.511,0.877,115,134,10,3,4,5,4
9,2000,C,Kelly Stinnett,30,76,265,240,22,52,7,0,8,33,0,1,19,56,0.217,0.291,0.346,0.636,58,83,5,6,0,0,4
10,2000,RF,Travis Lee,25,72,250,224,34,52,13,0,8,40,5,1,25,46,0.232,0.308,0.397,0.705,74,89,6,0,0,1,1
11,2000,1B,Erubiel Durazo,26,67,233,196,35,52,11,0,8,33,1,0,34,43,0.265,0.373,0.444,0.817,103,87,3,1,0,2,2
12,2000,IF,Craig Counsell,29,67,177,152,23,48,8,1,2,11,3,3,20,18,0.316,0.4,0.421,0.821,105,64,4,2,1,1,0
13,2000,MI,Hanley Frias,26,75,129,112,18,23,5,0,2,6,2,2,17,18,0.205,0.31,0.304,0.614,54,34,3,0,0,0,0
14,2000,RF,Jason Conti,25,47,99,91,11,21,4,3,1,15,3,0,7,30,0.231,0.293,0.374,0.667,65,34,2,1,0,0,2
15,2000,3B,Lenny Harris,35,36,91,85,9,16,1,1,1,13,5,0,3,5,0.188,0.209,0.259,0.468,16,22,3,0,0,3,1
16,2000,3B,Andy Fox,29,31,90,86,10,18,4,0,1,10,2,1,4,16,0.209,0.244,0.291,0.535,33,25,1,0,0,0,1
17,2000,UT,Alex Cabrera,28,31,87,80,10,21,2,1,5,14,0,0,4,21,0.263,0.299,0.5,0.799,94,40,3,1,0,2,0
18,2000,3B,Danny Klassen,24,29,87,76,13,18,3,0,2,8,1,1,8,24,0.237,0.318,0.355,0.673,67,27,0,1,2,0,0
19,2000,RF,Bernard Gilkey,33,38,81,73,6,8,1,0,2,6,0,0,7,16,0.11,0.185,0.205,0.391,-3,15,3,0,0,1,2
20,2000,RF,Turner Ward,35,15,59,52,5,9,4,0,0,4,1,1,5,7,0.173,0.241,0.25,0.491,23,13,3,0,1,1,0
21,2000,RF,David Dellucci,26,34,54,50,2,15,3,0,0,2,0,2,4,9,0.3,0.352,0.36,0.712,78,18,1,0,0,0,0
22,2000,RF,Rob Ryan,27,27,32,27,4,8,1,1,0,2,0,0,4,7,0.296,0.406,0.407,0.814,104,11,0,1,0,0,0
23,2000,C,Rod Barajas,24,5,13,13,1,3,0,0,1,3,0,0,0,4,0.231,0.231,0.462,0.692,66,6,0,0,0,0,0
24,2000,RF,Matt Mieske,32,11,10,8,3,2,0,0,1,2,0,0,1,1,0.25,0.3,0.625,0.925,122,5,0,0,0,1,0
25,2000,P,Randy Johnson,36,34,92,83,4,13,2,0,0,8,0,0,3,35,0.157,0.195,0.181,0.376,-5,15,1,1,5,0,0
26,2000,P,Brian Anderson,28,35,81,69,4,13,3,0,0,4,0,0,1,10,0.188,0.194,0.232,0.426,6,16,1,0,9,2,0
27,2000,P,Armando Reynoso,34,30,57,48,0,5,0,0,0,0,0,0,2,24,0.104,0.14,0.104,0.244,-38,5,0,0,7,0,0
28,2000,P,Curt Schilling,33,13,38,31,2,8,2,0,0,3,0,1,0,11,0.258,0.258,0.323,0.581,43,10,0,0,7,0,0
29,2000,P,Todd Stottlemyre,35,18,37,31,6,6,2,0,1,4,0,0,3,14,0.194,0.265,0.355,0.62,52,11,0,0,3,0,0
30,2000,P,Omar Daal,28,18,31,27,2,7,1,0,1,4,0,0,1,3,0.259,0.286,0.407,0.693,70,11,1,0,3,0,0
31,2000,P,Geraldo Guzmán,27,13,22,19,0,0,0,0,0,0,0,0,0,13,0,0,0,0,-100,0,0,0,3,0,0
32,2000,P,Mike Morgan,40,59,17,16,0,7,0,0,0,1,0,0,0,5,0.438,0.438,0.438,0.875,119,7,0,0,1,0,0
33,2000,P,Russ Springer,31,51,5,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,0,1,0,0,0,0,0
34,2000,P,Byung-Hyun Kim,21,58,4,3,0,0,0,0,0,0,0,0,1,2,0,0.25,0,0.25,-30,0,0,0,0,0,0
35,2000,P,Nelson Figueroa,26,2,4,3,1,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,67,1,0,0,1,0,0
36,2000,P,Greg Swindell,35,61,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,1,0,0
37,2000,P,Vicente Padilla,22,25,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,401,1,0,0,0,0,0
38,2000,P,Matt Mantei,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2000,P,Dan Plesac,38,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2000,P,Johnny Ruffin,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2000,P,Darren Holmes,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1999,C,Damian Miller,29,86,320,296,35,80,19,0,11,47,0,0,19,78,0.27,0.316,0.446,0.762,90,132,6,2,0,3,3
2,1999,1B,Travis Lee,24,120,436,375,57,89,16,2,9,50,17,3,58,50,0.237,0.337,0.363,0.7,77,136,10,0,0,3,4
3,1999,2B,Jay Bell,33,151,688,589,132,170,32,6,38,112,7,4,82,132,0.289,0.374,0.557,0.931,131,328,9,4,4,9,2
4,1999,SS,Andy Fox,28,99,320,274,34,70,12,2,6,33,4,1,33,61,0.255,0.351,0.38,0.731,85,104,4,9,1,3,10
5,1999,3B,Matt Williams,33,154,678,627,98,190,37,2,35,142,2,0,41,93,0.303,0.344,0.536,0.88,118,336,17,2,0,8,9
